"word","already_lexically_mapped","confidence","library","target","score","overlap_terms","wordnet_synonym_tokens","wordnet_gloss_sample","source_file"
"hurt","no","wordnet-gloss-synonym-candidate","setup-classifier","Auto Dealership","5.0","used new","damage harm hurt scathe detriment suffering distress injury trauma suffer injure pain anguish wound bruise offend","the act of damaging something or someone   / a damage or loss  ","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"hurtful","no","wordnet-gloss-synonym-candidate","market-regex-safety_relevant_pattern","SAFETY_RELEVANT_PATTERN","5.0","chemical living","deleterious hurtful injurious","harmful to living things; ""deleterious chemical additives""   / causing hurt; ""her hurtful unconsidered words""  ","market-validation-api/src/domain/market-research/fetchers/expansionSignals.ts"
"husbandly","no","wordnet-gloss-synonym-candidate","setup-classifier","Landscaping","5.0","lawn mowing","husbandly","related to or suited to a husband; ""assumed husbandly duties like mowing the lawn""   / befitting or characteristic of a husband  ","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"husbandry","no","wordnet-gloss-synonym-candidate","setup-classifier","Farm / Agricultural Operation","5.0","farming agriculture","farming agriculture husbandry","the practice of cultivating the land or raising stock  ","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"hush","no","wordnet-gloss-synonym-candidate","market-regex-inherently_seasonal_business_pattern","INHERENTLY_SEASONAL_BUSINESS_PATTERN","5.0","ground water","hush stillness still quieten silence shut quiet quiesce down pipe","(poetic) tranquil silence; ""the still of the night""   / run water over the ground to erode (soil), revealing the underlying strata and valuable minerals  ","market-validation-api/src/domain/market-research/scoring.ts"
"hush","no","wordnet-gloss-synonym-candidate","setup-classifier","Plumbing Contractor","5.0","pipe water","hush stillness still quieten silence shut quiet quiesce down pipe","(poetic) tranquil silence; ""the still of the night""   / run water over the ground to erode (soil), revealing the underlying strata and valuable minerals  ","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"hustle","no","wordnet-gloss-synonym-candidate","setup-classifier","Pawn Shop","5.0","buy sell","bustle hustle flurry ado fuss stir bunco game bunko con confidence trick sting flimflam about pluck","a rapid active commotion   / a swindle in which you cheat at gambling or persuade a person to buy worthless property  ","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"hydrant","no","wordnet-gloss-synonym-candidate","setup-classifier","Plumbing Contractor","5.0","pipe water","hydrant water faucet tap","a discharge pipe with a valve and spout at which water may be drawn from the mains of waterworks   / a faucet for drawing water from a pipe or cask  ","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"hydrargyrum","no","wordnet-gloss-synonym-candidate","setup-classifier","Heavy Manufacturing","5.0","heavy metal","mercury quicksilver hydrargyrum atomic number","a heavy silvery toxic univalent and bivalent metallic element; the only metal that is liquid at ordinary temperatures  ","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"hydrastis","no","wordnet-gloss-synonym-candidate","registry-reserved-word","government","5.0","united states","hydrastis genus","small genus of perennial herbs having rhizomes and palmate leaves and small solitary flowers; of northeastern United States and Japan  ","registry-api/src/reservedWords.ts"
"hydrilla","no","wordnet-gloss-synonym-candidate","registry-reserved-word","government","5.0","united states","hydrilla verticillata","submersed plant with whorled lanceolate leaves and solitary axillary flowers; Old World plant naturalized in southern United States and clogging Florida's waterways  ","registry-api/src/reservedWords.ts"
"hydrofoil","no","wordnet-gloss-synonym-candidate","setup-classifier","Roofing Contractor","5.0","metal flat","hydrofoil hydroplane foil","a speedboat that is equipped with winglike structures that lift it so that it skims the water at high speeds; ""the museum houses a replica of the jet hydroplane that broke the record""   / a device consisting of a flat or curved piece (as a metal plate) so that its surface reacts to the water it is passing through; ""the fins of a fish act as hydrofoils""  ","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"hydrolysis","no","wordnet-gloss-synonym-candidate","market-regex-inherently_seasonal_business_pattern","INHERENTLY_SEASONAL_BUSINESS_PATTERN","5.0","produce water","hydrolysis","a chemical reaction in which water reacts with a compound to produce other compounds; involves the splitting of a bond and the addition of the hydrogen cation and the hydroxide anion from the water  ","market-validation-api/src/domain/market-research/scoring.ts"
"hypanthium","no","wordnet-gloss-synonym-candidate","setup-classifier","Nursery / Greenhouse","5.0","flower floral","hypanthium floral cup calyx tube","the cuplike or ringlike or tubular structure of a flower which bears the sepals and stamens and calyx (as in Rosaceae)  ","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"iatrogenic","no","wordnet-gloss-synonym-candidate","setup-classifier","Mental Health Practice","5.0","therapy treatment","iatrogenic","induced by a physician's words or therapy (used especially of a complication resulting from treatment)  ","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"ice","no","wordnet-gloss-synonym-candidate","market-regex-inherently_seasonal_business_pattern","INHERENTLY_SEASONAL_BUSINESS_PATTERN","5.0","summer water","ice rink skating internal combustion engine methamphetamine hydrochloride methedrine meth deoxyephedrine chalk chicken feed crank glass","a rink with a floor of ice for ice hockey or ice skating; ""the crowd applauded when she skated out onto the ice""   / a heat engine in which combustion occurs inside the engine rather than in a separate furnace; heat expands a gas that either moves a piston or turns a gas turbine  ","market-validation-api/src/domain/market-research/scoring.ts"
"ice","no","wordnet-gloss-synonym-candidate","setup-classifier","Bakery","5.0","cake dessert","ice rink skating internal combustion engine methamphetamine hydrochloride methedrine meth deoxyephedrine chalk chicken feed crank glass","a rink with a floor of ice for ice hockey or ice skating; ""the crowd applauded when she skated out onto the ice""   / a heat engine in which combustion occurs inside the engine rather than in a separate furnace; heat expands a gas that either moves a piston or turns a gas turbine  ","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"ice","no","wordnet-gloss-synonym-candidate","setup-classifier","HVAC Contractor","5.0","furnace heat","ice rink skating internal combustion engine methamphetamine hydrochloride methedrine meth deoxyephedrine chalk chicken feed crank glass","a rink with a floor of ice for ice hockey or ice skating; ""the crowd applauded when she skated out onto the ice""   / a heat engine in which combustion occurs inside the engine rather than in a separate furnace; heat expands a gas that either moves a piston or turns a gas turbine  ","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"ice","no","wordnet-gloss-synonym-candidate","setup-classifier","Utility / Pipeline Contractor","5.0","gas water","ice rink skating internal combustion engine methamphetamine hydrochloride methedrine meth deoxyephedrine chalk chicken feed crank glass","a rink with a floor of ice for ice hockey or ice skating; ""the crowd applauded when she skated out onto the ice""   / a heat engine in which combustion occurs inside the engine rather than in a separate furnace; heat expands a gas that either moves a piston or turns a gas turbine  ","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"iceboat","no","wordnet-gloss-synonym-candidate","setup-classifier","Heavy Manufacturing","5.0","yacht ship","iceboat ice yacht scooter icebreaker","a sailing vessel with runners and a cross-shaped frame; suitable for traveling over ice   / a ship with a reinforced bow to break up ice and keep channels open for navigation  ","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"ichthyosis","no","wordnet-gloss-synonym-candidate","setup-classifier","Spa / Salon","3.5","skin dry","ichthyosis","any of several congenital diseases in which the skin is dry and scaly like a fish  ","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"icon","no","wordnet-gloss-synonym-candidate","setup-classifier","Graphic Design","5.0","graphic visual","icon ikon picture image","a conventional religious painting in oil on a small wooden panel; venerated in the Eastern Church   / a visual representation (of an object or scene or person or abstraction) produced on a surface; ""they showed us the pictures of their wedding""; ""a movie is a series of images projected so rapidly that the eye integrates them""  ","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"idiom","no","wordnet-gloss-synonym-candidate","setup-classifier","AI Services","5.0","language natural","artistic style idiom parlance idiomatic expression phrasal set phrase dialect accent","the style of a particular artist or school or movement; ""an imaginative orchestral idiom""   / a manner of speaking that is natural to native speakers of a language  ","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
