added_to_code,phrase,decision,library,target,source,reason
no,jamaica shorts,skip,wordnet-phrase-source,,WordNet multi-word lemma,Audited and skipped: no strong relationship to the name/keyword matching libraries.
no,jamaica sorrel,skip,wordnet-phrase-source,,WordNet multi-word lemma,Audited and skipped: no strong relationship to the name/keyword matching libraries.
no,jamaican capital,skip,wordnet-phrase-source,,WordNet multi-word lemma,Audited and skipped: no strong relationship to the name/keyword matching libraries.
no,jamaican cherry,skip,wordnet-phrase-source,,WordNet multi-word lemma,Audited and skipped: no strong relationship to the name/keyword matching libraries.
no,jamaican dollar,skip,wordnet-phrase-source,,WordNet multi-word lemma,Audited and skipped: no strong relationship to the name/keyword matching libraries.
no,jamais vu,skip,wordnet-phrase-source,,WordNet multi-word lemma,Audited and skipped: no strong relationship to the name/keyword matching libraries.
no,james a garfield,skip,wordnet-phrase-source,,WordNet multi-word lemma,Audited and skipped: no strong relationship to the name/keyword matching libraries.
no,james abbott mcneill whistler,skip,wordnet-phrase-source,,WordNet multi-word lemma,Audited and skipped: no strong relationship to the name/keyword matching libraries.
no,james abraham garfield,skip,wordnet-phrase-source,,WordNet multi-word lemma,Audited and skipped: no strong relationship to the name/keyword matching libraries.
no,james agee,skip,wordnet-phrase-source,,WordNet multi-word lemma,Audited and skipped: no strong relationship to the name/keyword matching libraries.
no,james albert michener,skip,wordnet-phrase-source,,WordNet multi-word lemma,Audited and skipped: no strong relationship to the name/keyword matching libraries.
no,james alfred van allen,skip,wordnet-phrase-source,,WordNet multi-word lemma,Audited and skipped: no strong relationship to the name/keyword matching libraries.
no,james arthur baldwin,skip,wordnet-phrase-source,,WordNet multi-word lemma,Audited and skipped: no strong relationship to the name/keyword matching libraries.
no,james augustine aloysius joyce,skip,wordnet-phrase-source,,WordNet multi-word lemma,Audited and skipped: no strong relationship to the name/keyword matching libraries.
no,james augustus henry murray,skip,wordnet-phrase-source,,WordNet multi-word lemma,Audited and skipped: no strong relationship to the name/keyword matching libraries.
no,james augustus murray,skip,wordnet-phrase-source,,WordNet multi-word lemma,Audited and skipped: no strong relationship to the name/keyword matching libraries.
no,james baldwin,skip,wordnet-phrase-source,,WordNet multi-word lemma,Audited and skipped: no strong relationship to the name/keyword matching libraries.
no,james barrie,skip,wordnet-phrase-source,,WordNet multi-word lemma,Audited and skipped: no strong relationship to the name/keyword matching libraries.
no,james bay,skip,wordnet-phrase-source,,WordNet multi-word lemma,Audited and skipped: no strong relationship to the name/keyword matching libraries.
no,james bernoulli,skip,wordnet-phrase-source,,WordNet multi-word lemma,Audited and skipped: no strong relationship to the name/keyword matching libraries.
no,james bond,skip,wordnet-phrase-source,,WordNet multi-word lemma,Audited and skipped: no strong relationship to the name/keyword matching libraries.
no,james boswell,skip,wordnet-phrase-source,,WordNet multi-word lemma,Audited and skipped: no strong relationship to the name/keyword matching libraries.
no,james bowie,skip,wordnet-phrase-source,,WordNet multi-word lemma,Audited and skipped: no strong relationship to the name/keyword matching libraries.
no,james branch cabell,skip,wordnet-phrase-source,,WordNet multi-word lemma,Audited and skipped: no strong relationship to the name/keyword matching libraries.
no,james buchanan,skip,wordnet-phrase-source,,WordNet multi-word lemma,Audited and skipped: no strong relationship to the name/keyword matching libraries.
no,james buchanan brady,skip,wordnet-phrase-source,,WordNet multi-word lemma,Audited and skipped: no strong relationship to the name/keyword matching libraries.
no,james butler hickock,skip,wordnet-phrase-source,,WordNet multi-word lemma,Audited and skipped: no strong relationship to the name/keyword matching libraries.
no,james byron dean,skip,wordnet-phrase-source,,WordNet multi-word lemma,Audited and skipped: no strong relationship to the name/keyword matching libraries.
no,james cagney,skip,wordnet-phrase-source,,WordNet multi-word lemma,Audited and skipped: no strong relationship to the name/keyword matching libraries.
no,james clark ross,skip,wordnet-phrase-source,,WordNet multi-word lemma,Audited and skipped: no strong relationship to the name/keyword matching libraries.
no,james clerk maxwell,skip,wordnet-phrase-source,,WordNet multi-word lemma,Audited and skipped: no strong relationship to the name/keyword matching libraries.
no,james cleveland owens,skip,wordnet-phrase-source,,WordNet multi-word lemma,Audited and skipped: no strong relationship to the name/keyword matching libraries.
no,james cook,skip,wordnet-phrase-source,,WordNet multi-word lemma,Audited and skipped: no strong relationship to the name/keyword matching libraries.
no,james crichton,skip,wordnet-phrase-source,,WordNet multi-word lemma,Audited and skipped: no strong relationship to the name/keyword matching libraries.
no,james dean,skip,wordnet-phrase-source,,WordNet multi-word lemma,Audited and skipped: no strong relationship to the name/keyword matching libraries.
no,james dewey watson,skip,wordnet-phrase-source,,WordNet multi-word lemma,Audited and skipped: no strong relationship to the name/keyword matching libraries.
no,james douglas morrison,skip,wordnet-phrase-source,,WordNet multi-word lemma,Audited and skipped: no strong relationship to the name/keyword matching libraries.
no,james earl carter,skip,wordnet-phrase-source,,WordNet multi-word lemma,Audited and skipped: no strong relationship to the name/keyword matching libraries.
no,james earl carter jr,skip,wordnet-phrase-source,,WordNet multi-word lemma,Audited and skipped: no strong relationship to the name/keyword matching libraries.
no,james edmund scripps,skip,wordnet-phrase-source,,WordNet multi-word lemma,Audited and skipped: no strong relationship to the name/keyword matching libraries.
no,james edward meade,skip,wordnet-phrase-source,,WordNet multi-word lemma,Audited and skipped: no strong relationship to the name/keyword matching libraries.
no,james fenimore cooper,skip,wordnet-phrase-source,,WordNet multi-word lemma,Audited and skipped: no strong relationship to the name/keyword matching libraries.
no,james francis thorpe,skip,wordnet-phrase-source,,WordNet multi-word lemma,Audited and skipped: no strong relationship to the name/keyword matching libraries.
no,james franck,skip,wordnet-phrase-source,,WordNet multi-word lemma,Audited and skipped: no strong relationship to the name/keyword matching libraries.
no,james garfield,skip,wordnet-phrase-source,,WordNet multi-word lemma,Audited and skipped: no strong relationship to the name/keyword matching libraries.
no,james george frazer,skip,wordnet-phrase-source,,WordNet multi-word lemma,Audited and skipped: no strong relationship to the name/keyword matching libraries.
no,james grover thurber,skip,wordnet-phrase-source,,WordNet multi-word lemma,Audited and skipped: no strong relationship to the name/keyword matching libraries.
no,james hargreaves,skip,wordnet-phrase-source,,WordNet multi-word lemma,Audited and skipped: no strong relationship to the name/keyword matching libraries.
no,james harold doolittle,skip,wordnet-phrase-source,,WordNet multi-word lemma,Audited and skipped: no strong relationship to the name/keyword matching libraries.
no,james harvey robinson,skip,wordnet-phrase-source,,WordNet multi-word lemma,Audited and skipped: no strong relationship to the name/keyword matching libraries.
no,james henry leigh hunt,skip,wordnet-phrase-source,,WordNet multi-word lemma,Audited and skipped: no strong relationship to the name/keyword matching libraries.
no,james hogg,skip,wordnet-phrase-source,,WordNet multi-word lemma,Audited and skipped: no strong relationship to the name/keyword matching libraries.
no,james howard meredith,skip,wordnet-phrase-source,,WordNet multi-word lemma,Audited and skipped: no strong relationship to the name/keyword matching libraries.
no,james hutton,skip,wordnet-phrase-source,,WordNet multi-word lemma,Audited and skipped: no strong relationship to the name/keyword matching libraries.
no,james i,skip,wordnet-phrase-source,,WordNet multi-word lemma,Audited and skipped: no strong relationship to the name/keyword matching libraries.
no,james ii,skip,wordnet-phrase-source,,WordNet multi-word lemma,Audited and skipped: no strong relationship to the name/keyword matching libraries.
no,james iv,skip,wordnet-phrase-source,,WordNet multi-word lemma,Audited and skipped: no strong relationship to the name/keyword matching libraries.
no,james ives,skip,wordnet-phrase-source,,WordNet multi-word lemma,Audited and skipped: no strong relationship to the name/keyword matching libraries.
no,james jerome hill,skip,wordnet-phrase-source,,WordNet multi-word lemma,Audited and skipped: no strong relationship to the name/keyword matching libraries.
no,james john corbett,skip,wordnet-phrase-source,,WordNet multi-word lemma,Audited and skipped: no strong relationship to the name/keyword matching libraries.
no,james joseph tunney,skip,wordnet-phrase-source,,WordNet multi-word lemma,Audited and skipped: no strong relationship to the name/keyword matching libraries.
no,james joyce,skip,wordnet-phrase-source,,WordNet multi-word lemma,Audited and skipped: no strong relationship to the name/keyword matching libraries.
no,james k polk,skip,wordnet-phrase-source,,WordNet multi-word lemma,Audited and skipped: no strong relationship to the name/keyword matching libraries.
no,james knox polk,skip,wordnet-phrase-source,,WordNet multi-word lemma,Audited and skipped: no strong relationship to the name/keyword matching libraries.
no,james langston hughes,skip,wordnet-phrase-source,,WordNet multi-word lemma,Audited and skipped: no strong relationship to the name/keyword matching libraries.
no,james leonard farmer,skip,wordnet-phrase-source,,WordNet multi-word lemma,Audited and skipped: no strong relationship to the name/keyword matching libraries.
no,james madison,skip,wordnet-phrase-source,,WordNet multi-word lemma,Audited and skipped: no strong relationship to the name/keyword matching libraries.
no,james maitland stewart,skip,wordnet-phrase-source,,WordNet multi-word lemma,Audited and skipped: no strong relationship to the name/keyword matching libraries.
no,james marshall hendrix,skip,wordnet-phrase-source,,WordNet multi-word lemma,Audited and skipped: no strong relationship to the name/keyword matching libraries.
no,james mason,skip,wordnet-phrase-source,,WordNet multi-word lemma,Audited and skipped: no strong relationship to the name/keyword matching libraries.
no,james matthew barrie,skip,wordnet-phrase-source,,WordNet multi-word lemma,Audited and skipped: no strong relationship to the name/keyword matching libraries.
no,james mckeen cattell,skip,wordnet-phrase-source,,WordNet multi-word lemma,Audited and skipped: no strong relationship to the name/keyword matching libraries.
